"created_at","content","user_type","count"
2021-03-08,"Chess Events and Tournaments","influencer",1
2021-03-08,"Social Media Impact on Chess","consumer",2
2021-03-09,"Chess Events and Tournaments","consumer",1
2021-03-09,"Chess Personalities","consumer",1
2021-03-10,"Chess Events and Tournaments","consumer",1
2021-03-10,"Player Performances and Strategies","consumer",1
2021-03-10,"Social Media Impact on Chess","consumer",1
2021-03-12,"Chess Legends and Personalities","consumer",1
2021-03-13,"Chess Events and Tournaments","influencer",1
2021-03-13,"Chess Literature and Media","consumer",1
2021-03-13,"Social Media Impact on Chess","consumer",1
2021-03-14,"Chess Events and Tournaments","consumer",1
2021-03-14,"Chess Literature and Media","consumer",1
2021-03-14,"Online Chess Competitions","consumer",2
2021-03-14,"Social Media Impact on Chess","consumer",3
2021-03-15,"Chess Training and Improvement","consumer",2
2021-03-15,"Political and Social Issues in Chess","consumer",1
2021-03-15,"Social Media Impact on Chess","consumer",1
2021-03-16,"Chess Events and Tournaments","consumer",1
2021-03-16,"Chess Training and Improvement","consumer",1
2021-03-17,"Chess Legends and Personalities","consumer",1
2021-03-17,"Chess Literature and Media","consumer",1
2021-03-17,"Tournament Results and Standings","influencer",1
2021-03-18,"Chess Training and Improvement","consumer",1
2021-03-20,"Chess Legends and Personalities","consumer",1
2021-03-20,"Chess Training and Improvement","consumer",1
2021-03-20,"Online Chess Competitions","consumer",1
2021-03-21,"Chess Training and Improvement","consumer",1
2021-03-21,"Social Media Impact on Chess","influencer",1
2021-03-22,"Online Chess Competitions","consumer",1
2021-03-22,"Social Media Impact on Chess","consumer",1
2021-03-23,"Chess Training and Improvement","consumer",3
2021-03-23,"Social Media Impact on Chess","consumer",1
2021-03-24,"Chess Legends and Personalities","consumer",1
2021-03-24,"Online Chess Competitions","consumer",1
2021-03-24,"Social Media Impact on Chess","consumer",1
2021-03-26,"Chess Training and Improvement","consumer",1
2021-03-26,"Social Media Impact on Chess","consumer",2
2021-03-27,"Chess Events and Tournaments","consumer",1
2021-03-27,"Chess Training and Improvement","consumer",1
2021-03-27,"Online Chess Competitions","consumer",2
2021-03-28,"Online Chess Competitions","consumer",1
2021-03-29,"Chess Training and Improvement","consumer",1
2021-03-30,"Player Performances and Strategies","consumer",1
2021-03-30,"Social Media Impact on Chess","consumer",1
2021-03-30,"Tournament Results and Standings","consumer",1
2021-03-31,"Chess Literature and Media","consumer",1
2021-04-01,"Cheating in Online Chess","consumer",1
2021-04-01,"Chess Legends and Personalities","consumer",1
2021-04-01,"Chess Training and Improvement","consumer",1
2021-04-02,"Cheating in Online Chess","consumer",1
2021-04-03,"Chess Events and Tournaments","consumer",1
2021-04-03,"Social Media Impact on Chess","consumer",1
2021-04-05,"Chess Events and Tournaments","consumer",2
2021-04-05,"Chess Legends and Personalities","influencer",1
2021-04-05,"Player Performances and Strategies","consumer",1
2021-04-06,"Social Media Impact on Chess","consumer",1
2021-04-08,"Chess Events and Tournaments","consumer",1
2021-04-08,"Chess Events and Tournaments","influencer",2
2021-04-08,"Chess Training and Improvement","consumer",2
2021-04-08,"Health and Wellness in Chess","consumer",1
2021-04-09,"Chess Organizations and Partnerships","consumer",1
2021-04-09,"Chess Strategies and Tactics","consumer",1
2021-04-09,"Chess Training and Improvement","consumer",1
2021-04-09,"Social Media Impact on Chess","consumer",1
2021-04-12,"Social Media Impact on Chess","influencer",1
2021-04-14,"Chess Training and Improvement","influencer",2
2021-04-15,"Chess Events and Tournaments","consumer",1
2021-04-15,"Chess Literature and Media","consumer",1
2021-04-16,"Chess Events and Tournaments","consumer",1
2021-04-16,"Chess Legends and Personalities","consumer",1
2021-04-16,"Chess Literature and Media","consumer",1
2021-04-16,"Health and Wellness in Chess","consumer",1
2021-04-16,"Social Media Impact on Chess","consumer",1
2021-04-17,"Tournament Results and Standings","consumer",1
2021-04-18,"Social Media Impact on Chess","influencer",1
2021-04-19,"Chess Events and Tournaments","consumer",4
2021-04-19,"Chess Legends and Personalities","consumer",1
2021-04-19,"Chess Legends and Personalities","influencer",1
2021-04-20,"Chess Events and Tournaments","consumer",1
2021-04-20,"Online Chess Competitions","consumer",1
2021-04-21,"Chess Events and Tournaments","consumer",1
2021-04-21,"Player Performances and Strategies","consumer",1
2021-04-22,"Chess Events and Tournaments","consumer",1
2021-04-22,"Chess Events and Tournaments","influencer",1
2021-04-22,"Online Chess Competitions","consumer",1
2021-04-22,"Social Media Impact on Chess","consumer",1
2021-04-23,"Chess Events and Tournaments","consumer",1
2021-04-23,"Chess Legends and Personalities","consumer",1
2021-04-23,"Chess Literature and Media","consumer",1
2021-04-23,"Chess Personalities","consumer",1
2021-04-24,"Chess Events and Tournaments","consumer",1
2021-04-24,"Player Performances and Strategies","consumer",1
2021-04-24,"Social Media Impact on Chess","consumer",1
2021-04-24,"Tournament Results and Standings","consumer",1
2021-04-25,"Chess Literature and Media","consumer",1
2021-04-25,"Chess Training and Improvement","consumer",1
2021-04-25,"Social Media Impact on Chess","influencer",2
2021-04-25,"Tournament Results and Standings","consumer",2
2021-04-26,"Chess Events and Tournaments","consumer",1
2021-04-26,"Social Media Impact on Chess","consumer",2
2021-04-26,"Tournament Results and Standings","consumer",1
2021-04-26,"Tournament Results and Standings","influencer",1
2021-04-28,"Chess Events and Tournaments","consumer",2
2021-04-28,"Chess Events and Tournaments","influencer",1
2021-04-28,"Player Performances and Strategies","consumer",1
2021-04-29,"Player Performances and Strategies","influencer",1
2021-04-30,"Online Chess Competitions","consumer",1
2021-04-30,"Player Performances and Strategies","consumer",1
2021-04-30,"Social Media Impact on Chess","consumer",2
2021-05-01,"Chess Literature and Media","consumer",1
2021-05-01,"Social Media Impact on Chess","consumer",1
2021-05-01,"Tournament Results and Standings","consumer",1
2021-05-02,"Chess Events and Tournaments","consumer",1
2021-05-02,"Chess Literature and Media","consumer",1
2021-05-03,"Chess Events and Tournaments","consumer",1
2021-05-03,"Chess Events and Tournaments","influencer",1
2021-05-03,"Chess Legends and Personalities","consumer",1
2021-05-03,"Social Media Impact on Chess","consumer",4
2021-05-03,"Tournament Results and Standings","consumer",2
2021-05-04,"Chess Training and Improvement","consumer",1
2021-05-04,"Chess Training and Improvement","influencer",1
2021-05-05,"Social Media Impact on Chess","consumer",1
2021-05-06,"Chess Training and Improvement","influencer",1
2021-05-06,"Social Media Impact on Chess","consumer",1
2021-05-06,"Social Media Impact on Chess","influencer",1
2021-05-07,"Chess Literature and Media","consumer",1
2021-05-07,"Political and Social Issues in Chess","consumer",1
2021-05-08,"Chess Events and Tournaments","consumer",1
2021-05-08,"Tournament Results and Standings","consumer",1
2021-05-10,"Chess Events and Tournaments","influencer",1
2021-05-10,"Social Media Impact on Chess","consumer",2
2021-05-11,"Player Performances and Strategies","consumer",1
2021-05-11,"Political and Social Issues in Chess","consumer",1
2021-05-11,"Social Media Impact on Chess","consumer",1
2021-05-12,"Player Performances and Strategies","consumer",1
2021-05-12,"Social Media Impact on Chess","consumer",1
2021-05-13,"Chess Events and Tournaments","influencer",1
2021-05-13,"Social Media Impact on Chess","consumer",1
2021-05-15,"Chess Events and Tournaments","consumer",1
2021-05-15,"Chess Training and Improvement","consumer",1
2021-05-15,"Online Chess Competitions","consumer",1
2021-05-15,"Social Media Impact on Chess","consumer",1
2021-05-16,"Online Chess Competitions","consumer",1
2021-05-16,"Social Media Impact on Chess","consumer",1
2021-05-16,"Tournament Results and Standings","consumer",1
2021-05-17,"Chess Events and Tournaments","consumer",2
2021-05-17,"Chess Legends and Personalities","influencer",1
2021-05-18,"Chess Events and Tournaments","consumer",2
2021-05-18,"Tournament Results and Standings","consumer",1
2021-05-19,"Political and Social Issues in Chess","consumer",1
2021-05-19,"Social Media Impact on Chess","consumer",2
2021-05-20,"Chess Legends and Personalities","influencer",1
2021-05-20,"Chess Training and Improvement","consumer",1
2021-05-21,"Chess Training and Improvement","consumer",1
2021-05-21,"Social Media Impact on Chess","consumer",1
2021-05-22,"Online Chess Competitions","consumer",1
2021-05-23,"Chess Events and Tournaments","consumer",2
2021-05-23,"Tournament Results and Standings","consumer",1
2021-05-24,"Chess Legends and Personalities","consumer",1
2021-05-25,"Social Media Impact on Chess","consumer",1
2021-05-26,"Chess Events and Tournaments","influencer",1
2021-05-26,"Chess Legends and Personalities","influencer",1
2021-05-26,"Online Chess Competitions","consumer",1
2021-05-26,"Social Media Impact on Chess","consumer",1
2021-05-26,"Tournament Results and Standings","consumer",1
2021-05-27,"Chess Events and Tournaments","consumer",1
2021-05-27,"Chess Literature and Media","consumer",1
2021-05-27,"Chess Training and Improvement","consumer",1
2021-05-27,"Health and Wellness in Chess","consumer",1
2021-05-27,"Social Media Impact on Chess","consumer",1
2021-05-28,"Player Performances and Strategies","consumer",1
2021-05-28,"Tournament Results and Standings","consumer",1
2021-05-29,"Social Media Impact on Chess","consumer",2
2021-05-29,"Social Media Impact on Chess","influencer",1
2021-05-29,"Tournament Results and Standings","consumer",1
2021-05-30,"Chess Literature and Media","consumer",1
2021-05-30,"Social Media Impact on Chess","consumer",1
2021-05-30,"Tournament Results and Standings","consumer",2
2021-05-31,"Chess Ethics","consumer",1
2021-05-31,"Chess Literature and Media","consumer",1
2021-05-31,"Chess Training and Improvement","consumer",1
2021-05-31,"Social Media Impact on Chess","consumer",1
2021-05-31,"Tournament Results and Standings","consumer",2
2021-06-01,"Chess Events and Tournaments","influencer",1
2021-06-01,"Social Media Impact on Chess","consumer",1
2021-06-01,"Social Media Impact on Chess","influencer",1
2021-06-01,"Tournament Results and Standings","consumer",2
2021-06-02,"Social Media Impact on Chess","consumer",1
2021-06-02,"Tournament Results and Standings","consumer",1
2021-06-03,"Chess Events and Tournaments","consumer",1
2021-06-03,"Social Media Impact on Chess","consumer",2
2021-06-04,"Chess Literature and Media","consumer",1
2021-06-04,"Chess Training and Improvement","consumer",1
2021-06-05,"Chess Events and Tournaments","consumer",1
2021-06-05,"Online Chess Competitions","consumer",2
2021-06-05,"Player Performances and Strategies","consumer",1
2021-06-05,"Social Media Impact on Chess","consumer",1
2021-06-05,"Tournament Results and Standings","influencer",1
2021-06-06,"Chess Events and Tournaments","consumer",1
2021-06-06,"Chess Literature and Media","consumer",1
2021-06-06,"Online Chess Competitions","consumer",1
2021-06-06,"Social Media Impact on Chess","consumer",4
2021-06-06,"Social Media Impact on Chess","influencer",1
2021-06-06,"Tournament Results and Standings","consumer",1
2021-06-07,"Social Media Impact on Chess","consumer",1
2021-06-07,"Tournament Results and Standings","influencer",1
2021-06-08,"Player Performances and Strategies","influencer",1
2021-06-09,"Chess Events and Tournaments","consumer",2
2021-06-09,"Chess Legends and Personalities","influencer",1
2021-06-10,"Chess Literature and Media","consumer",1
2021-06-10,"Social Media Impact on Chess","consumer",2
2021-06-11,"Player Performances and Strategies","consumer",1
2021-06-11,"Player Performances and Strategies","influencer",1
2021-06-12,"Chess Training and Improvement","consumer",1
2021-06-12,"Player Performances and Strategies","influencer",1
2021-06-12,"Tournament Results and Standings","consumer",1
2021-06-13,"Chess Community","influencer",1
2021-06-13,"Chess Events and Tournaments","influencer",1
2021-06-13,"Chess Literature and Media","consumer",1
2021-06-13,"Player Performances and Strategies","influencer",1
2021-06-13,"Tournament Results and Standings","consumer",1
2021-06-14,"Chess Events and Tournaments","consumer",1
2021-06-14,"Social Media Impact on Chess","consumer",1
2021-06-14,"Tournament Results and Standings","influencer",1
2021-06-15,"Chess Legends and Personalities","consumer",1
2021-06-16,"Chess Events and Tournaments","consumer",3
2021-06-16,"Chess Training and Improvement","consumer",1
2021-06-16,"Social Media Impact on Chess","consumer",1
2021-06-17,"Chess Events and Tournaments","consumer",2
2021-06-17,"Chess Training and Improvement","consumer",1
2021-06-17,"Social Media Impact on Chess","consumer",1
2021-06-18,"Chess Events and Tournaments","influencer",2
2021-06-18,"Chess Training and Improvement","consumer",1
2021-06-18,"Player Performances and Strategies","consumer",1
2021-06-18,"Player Performances and Strategies","influencer",1
2021-06-18,"Social Media Impact on Chess","consumer",1
2021-06-18,"Social Media Impact on Chess","influencer",1
2021-06-19,"Chess Events and Tournaments","consumer",1
2021-06-19,"Chess Events and Tournaments","influencer",2
2021-06-19,"Chess Training and Improvement","consumer",1
2021-06-19,"Online Chess Competitions","influencer",1
2021-06-19,"Player Performances and Strategies","influencer",3
2021-06-19,"Tournament Results and Standings","influencer",1
2021-06-20,"Chess Legends and Personalities","consumer",1
2021-06-20,"Chess Legends and Personalities","influencer",1
2021-06-20,"Player Performances and Strategies","consumer",1
2021-06-20,"Player Performances and Strategies","influencer",1
2021-06-21,"Chess Commentary","influencer",1
2021-06-21,"Chess Events and Tournaments","influencer",1
2021-06-21,"Online Chess Competitions","consumer",1
2021-06-21,"Political and Social Issues in Chess","consumer",1
2021-06-21,"Social Media Impact on Chess","influencer",1
2021-06-21,"Tournament Results and Standings","consumer",1
2021-06-22,"Chess Events and Tournaments","consumer",1
2021-06-23,"Online Chess Competitions","consumer",2
2021-06-25,"Chess Legends and Personalities","consumer",1
2021-06-26,"Chess Legends and Personalities","consumer",1
2021-06-26,"Online Chess Competitions","consumer",2
2021-06-27,"Chess Legends and Personalities","consumer",1
2021-06-27,"Online Chess Competitions","consumer",1
2021-06-27,"Social Media Impact on Chess","consumer",1
2021-06-28,"Chess Legends and Personalities","consumer",1
2021-06-28,"Social Media Impact on Chess","consumer",1
2021-06-28,"Tournament Results and Standings","consumer",1
2021-06-29,"Chess Events and Tournaments","consumer",2
2021-06-29,"Tournament Results and Standings","consumer",1
2021-06-30,"Chess Legends and Personalities","consumer",3
2021-06-30,"Chess Literature and Media","consumer",1
2021-06-30,"Player Performances and Strategies","consumer",1
2021-07-01,"Social Media Impact on Chess","consumer",1
2021-07-02,"Chess Legends and Personalities","consumer",2
2021-07-02,"Social Media Impact on Chess","consumer",1
2021-07-03,"Player Performances and Strategies","consumer",1
2021-07-04,"Social Media Impact on Chess","consumer",2
2021-07-06,"Social Media Impact on Chess","consumer",1
2021-07-07,"Chess Events and Tournaments","influencer",1
2021-07-07,"Chess Legends and Personalities","consumer",1
2021-07-07,"Player Performances and Strategies","influencer",1
2021-07-07,"Social Media Impact on Chess","consumer",1
2021-07-07,"Tournament Results and Standings","influencer",1
2021-07-08,"Chess Legends and Personalities","consumer",1
2021-07-08,"Social Media Impact on Chess","consumer",2
2021-07-08,"Tournament Results and Standings","influencer",1
2021-07-09,"Chess Events and Tournaments","consumer",1
2021-07-09,"Chess Literature and Media","consumer",1
2021-07-09,"Online Chess Competitions","influencer",1
2021-07-09,"Player Performances and Strategies","influencer",1
2021-07-10,"Chess Events and Tournaments","influencer",1
2021-07-10,"Chess Literature and Media","influencer",1
2021-07-10,"Player Performances and Strategies","influencer",1
2021-07-10,"Social Media Impact on Chess","consumer",1
2021-07-10,"Social Media Impact on Chess","influencer",1
2021-07-10,"Tournament Results and Standings","consumer",1
2021-07-10,"Tournament Results and Standings","influencer",1
2021-07-11,"Chess Events and Tournaments","consumer",1
2021-07-11,"Player Performances and Strategies","consumer",1
2021-07-11,"Social Media Impact on Chess","consumer",1
2021-07-11,"Tournament Results and Standings","consumer",1
2021-07-12,"Chess Motivation","influencer",1
2021-07-13,"Chess Events and Tournaments","consumer",1
2021-07-14,"Chess Training and Improvement","consumer",1
2021-07-14,"Chess Training and Improvement","influencer",1
2021-07-15,"Health and Wellness in Chess","consumer",1
2021-07-15,"Social Media Impact on Chess","influencer",1
2021-07-16,"Online Chess Competitions","consumer",1
2021-07-16,"Player Performances and Strategies","consumer",1
2021-07-16,"Tournament Results and Standings","consumer",1
2021-07-17,"Player Performances and Strategies","consumer",1
2021-07-18,"Chess Events and Tournaments","consumer",1
2021-07-18,"Social Media Impact on Chess","consumer",1
2021-07-18,"Social Media Impact on Chess","influencer",1
2021-07-19,"Chess Events and Tournaments","consumer",1
2021-07-19,"Online Chess Competitions","consumer",1
2021-07-20,"Chess Events and Tournaments","consumer",1
2021-07-20,"Chess Training and Improvement","consumer",1
2021-07-20,"Online Chess Competitions","consumer",1
2021-07-20,"Social Media Impact on Chess","consumer",1
2021-07-21,"Chess Events and Tournaments","consumer",1
2021-07-21,"Social Media Impact on Chess","consumer",1
2021-07-22,"Player Performances and Strategies","influencer",1
2021-07-22,"Tournament Results and Standings","influencer",3
2021-07-23,"Chess Events and Tournaments","consumer",1
2021-07-23,"Chess Legends and Personalities","consumer",1
2021-07-23,"Social Media Impact on Chess","consumer",1
2021-07-23,"Social Media Impact on Chess","influencer",1
2021-07-23,"Tournament Results and Standings","consumer",1
2021-07-24,"Chess Events and Tournaments","influencer",3
2021-07-24,"Player Performances and Strategies","consumer",1
2021-07-24,"Political and Social Issues in Chess","consumer",1
2021-07-24,"Social Media Impact on Chess","consumer",1
2021-07-25,"Chess Legends and Personalities","consumer",1
2021-07-25,"Chess Literature and Media","consumer",1
2021-07-25,"Social Media Impact on Chess","consumer",1
2021-07-26,"Tournament Results and Standings","consumer",1
2021-07-27,"Chess Legends and Personalities","consumer",1
2021-07-27,"Tournament Results and Standings","consumer",1
2021-07-27,"Tournament Results and Standings","influencer",1
2021-07-28,"Player Performances and Strategies","consumer",2
2021-07-28,"Social Media Impact on Chess","consumer",1
2021-07-28,"Tournament Results and Standings","consumer",1
2021-07-29,"Social Media Impact on Chess","consumer",1
2021-07-29,"Social Media Impact on Chess","influencer",1
2021-07-30,"Chess Events and Tournaments","influencer",1
2021-07-30,"Chess Legends and Personalities","consumer",2
2021-07-30,"Player Performances and Strategies","consumer",1
2021-07-30,"Tournament Results and Standings","consumer",1
2021-07-31,"Online Chess Competitions","consumer",1
2021-07-31,"Tournament Results and Standings","consumer",1
2021-08-01,"Chess Literature and Media","consumer",1
2021-08-01,"Chess Training and Improvement","consumer",1
2021-08-01,"Social Media Impact on Chess","consumer",1
2021-08-02,"Chess Legends and Personalities","consumer",1
2021-08-03,"Chess Events and Tournaments","consumer",1
2021-08-03,"Player Performances and Strategies","consumer",1
2021-08-03,"Social Media Impact on Chess","consumer",3
2021-08-05,"Chess Events and Tournaments","consumer",1
2021-08-05,"Chess Literature and Media","consumer",1
2021-08-05,"Chess Literature and Media","influencer",1
2021-08-05,"Tournament Results and Standings","influencer",1
2021-08-06,"Social Media Impact on Chess","consumer",1
2021-08-07,"Chess Events and Tournaments","consumer",1
2021-08-08,"Online Chess Competitions","consumer",1
2021-08-08,"Player Performances and Strategies","consumer",1
2021-08-08,"Tournament Results and Standings","consumer",1
2021-08-08,"Tournament Results and Standings","influencer",1
2021-08-09,"Player Performances and Strategies","consumer",1
2021-08-09,"Tournament Results and Standings","consumer",1
2021-08-10,"Chess Events and Tournaments","consumer",1
2021-08-10,"Chess Events and Tournaments","influencer",1
2021-08-12,"Chess Training and Improvement","consumer",1
2021-08-12,"Social Media Impact on Chess","consumer",2
2021-08-12,"Tournament Results and Standings","consumer",4
2021-08-12,"Tournament Results and Standings","influencer",1
2021-08-13,"Chess Literature and Media","consumer",1
2021-08-13,"Online Chess Competitions","influencer",1
2021-08-13,"Player Performances and Strategies","influencer",1
2021-08-13,"Social Media Impact on Chess","influencer",1
2021-08-14,"Online Chess Competitions","influencer",1
2021-08-14,"Social Media Impact on Chess","consumer",1
2021-08-14,"Tournament Results and Standings","influencer",1
2021-08-15,"Chess Events and Tournaments","influencer",1
2021-08-15,"Social Media Impact on Chess","consumer",1
2021-08-15,"Tournament Results and Standings","consumer",1
2021-08-16,"Chess Events and Tournaments","consumer",1
2021-08-16,"Chess Legends and Personalities","influencer",1
2021-08-16,"Chess Literature and Media","consumer",1
2021-08-16,"Tournament Results and Standings","consumer",1
2021-08-16,"Tournament Results and Standings","influencer",1
2021-08-17,"Chess Events and Tournaments","consumer",1
2021-08-17,"Social Media Impact on Chess","influencer",1
2021-08-18,"Chess Events and Tournaments","consumer",2
2021-08-18,"Chess Events and Tournaments","influencer",2
2021-08-18,"Chess Legends and Personalities","consumer",1
2021-08-18,"Player Performances and Strategies","influencer",1
2021-08-19,"Player Performances and Strategies","influencer",1
2021-08-19,"Social Media Impact on Chess","influencer",1
2021-08-19,"Tournament Results and Standings","influencer",1
2021-08-20,"Chess Training and Improvement","consumer",1
2021-08-20,"Online Chess Competitions","consumer",1
2021-08-20,"Player Performances and Strategies","influencer",2
2021-08-20,"Social Media Impact on Chess","consumer",1
2021-08-20,"Social Media Impact on Chess","influencer",1
2021-08-20,"Tournament Results and Standings","consumer",2
2021-08-20,"Tournament Results and Standings","influencer",2
2021-08-21,"Chess Training and Improvement","influencer",1
2021-08-21,"Tournament Results and Standings","influencer",1
2021-08-22,"Social Media Impact on Chess","consumer",1
2021-08-23,"Chess Events and Tournaments","influencer",1
2021-08-23,"Player Performances and Strategies","influencer",2
2021-08-24,"Player Performances and Strategies","influencer",1
2021-08-24,"Tournament Results and Standings","influencer",1
2021-08-25,"Chess Events and Tournaments","consumer",2
2021-08-25,"Chess Literature and Media","consumer",1
2021-08-25,"Player Performances and Strategies","influencer",1
2021-08-25,"Social Media Impact on Chess","consumer",1
2021-08-25,"Social Media Impact on Chess","influencer",1
2021-08-26,"Chess Events and Tournaments","influencer",1
2021-08-26,"Social Media Impact on Chess","consumer",1
2021-08-26,"Tournament Results and Standings","consumer",1
2021-08-26,"Tournament Results and Standings","influencer",2
2021-08-27,"Chess Events and Tournaments","consumer",1
2021-08-27,"Chess Literature and Media","influencer",1
2021-08-27,"Online Chess Competitions","consumer",1
2021-08-27,"Player Performances and Strategies","consumer",1
2021-08-27,"Political and Social Issues in Chess","consumer",1
2021-08-27,"Tournament Results and Standings","influencer",1
2021-08-29,"Chess Training and Improvement","influencer",1
2021-08-29,"Social Media Impact on Chess","consumer",1
2021-08-29,"Social Media Impact on Chess","influencer",1
2021-08-30,"Chess Events and Tournaments","consumer",3
2021-08-30,"Chess Literature and Media","consumer",1
2021-08-31,"Chess Literature and Media","consumer",1
2021-08-31,"Chess in Schools","consumer",1
2021-08-31,"Tournament Results and Standings","consumer",1
2021-09-01,"Chess Events and Tournaments","influencer",2
2021-09-01,"Online Chess Competitions","consumer",1
2021-09-01,"Social Media Impact on Chess","consumer",2
2021-09-01,"Tournament Results and Standings","consumer",1
2021-09-02,"Tournament Results and Standings","consumer",1
2021-09-03,"Chess Legends and Personalities","influencer",1
2021-09-03,"Chess Literature and Media","consumer",1
2021-09-03,"Tournament Results and Standings","consumer",1
2021-09-04,"Chess Literature and Media","consumer",1
2021-09-04,"Social Media Impact on Chess","consumer",1
2021-09-04,"Tournament Results and Standings","consumer",1
2021-09-05,"Chess Literature and Media","consumer",1
2021-09-06,"Chess Events and Tournaments","consumer",3
2021-09-06,"Chess Literature and Media","consumer",1
2021-09-06,"Tournament Results and Standings","consumer",3
2021-09-07,"Online Chess Competitions","consumer",1
2021-09-07,"Player Performances and Strategies","consumer",1
2021-09-07,"Social Media Impact on Chess","consumer",1
2021-09-08,"Chess Events and Tournaments","consumer",1
2021-09-08,"Chess Legends and Personalities","influencer",1
2021-09-08,"Social Media Impact on Chess","consumer",1
2021-09-08,"Tournament Results and Standings","consumer",2
2021-09-08,"Tournament Results and Standings","influencer",1
2021-09-09,"Political and Social Issues in Chess","consumer",1
2021-09-09,"Social Media Impact on Chess","influencer",1
2021-09-09,"Tournament Results and Standings","consumer",1
2021-09-10,"Chess Events and Tournaments","influencer",1
2021-09-10,"Player Performances and Strategies","consumer",1
2021-09-10,"Player Performances and Strategies","influencer",1
2021-09-10,"Social Media Impact on Chess","consumer",2
2021-09-10,"Social Media Impact on Chess","influencer",1
2021-09-10,"Tournament Results and Standings","consumer",2
2021-09-10,"Tournament Results and Standings","influencer",2
2021-09-11,"Chess Literature and Media","consumer",1
2021-09-11,"Social Media Impact on Chess","consumer",2
2021-09-11,"Social Media Impact on Chess","influencer",1
2021-09-11,"Tournament Results and Standings","influencer",1
2021-09-12,"Chess Legends and Personalities","consumer",1
2021-09-12,"Social Media Impact on Chess","consumer",1
2021-09-12,"Tournament Results and Standings","consumer",2
2021-09-13,"Chess Events and Tournaments","consumer",1
2021-09-13,"Online Chess Competitions","consumer",1
2021-09-13,"Player Performances and Strategies","consumer",1
2021-09-13,"Social Media Impact on Chess","consumer",3
2021-09-13,"Tournament Results and Standings","consumer",1
2021-09-14,"Chess Literature and Media","influencer",1
2021-09-14,"Chess Training and Improvement","consumer",1
2021-09-14,"Online Chess Competitions","consumer",1
2021-09-14,"Player Performances and Strategies","consumer",1
2021-09-14,"Tournament Results and Standings","consumer",4
2021-09-15,"Chess Legends and Personalities","influencer",2
2021-09-15,"Player Performances and Strategies","consumer",1
2021-09-15,"Social Media Impact on Chess","consumer",2
2021-09-15,"Tournament Results and Standings","consumer",1
2021-09-16,"Player Performances and Strategies","consumer",1
2021-09-16,"Tournament Results and Standings","consumer",2
2021-09-17,"Chess Events and Tournaments","consumer",1
2021-09-17,"Chess Legends and Personalities","consumer",1
2021-09-17,"Chess Training and Improvement","influencer",1
2021-09-17,"Player Performances and Strategies","influencer",1
2021-09-17,"Social Media Impact on Chess","consumer",1
2021-09-18,"Chess Events and Tournaments","consumer",2
2021-09-18,"Social Media Impact on Chess","consumer",1
2021-09-19,"Chess Legends and Personalities","consumer",1
2021-09-19,"Chess Literature and Media","consumer",1
2021-09-19,"Social Media Impact on Chess","consumer",1
2021-09-19,"Tournament Results and Standings","consumer",1
2021-09-20,"Chess Events and Tournaments","consumer",2
2021-09-20,"Chess Literature and Media","consumer",1
2021-09-20,"Chess Training and Improvement","consumer",1
2021-09-20,"Social Media Impact on Chess","consumer",1
2021-09-21,"Player Performances and Strategies","influencer",1
2021-09-21,"Social Media Impact on Chess","consumer",1
2021-09-21,"Social Media Impact on Chess","influencer",1
2021-09-21,"Tournament Results and Standings","consumer",1
2021-09-22,"Chess Events and Tournaments","consumer",1
2021-09-23,"Chess Legends and Personalities","consumer",1
2021-09-23,"Chess Openings","consumer",1
2021-09-23,"Social Media Impact on Chess","consumer",1
2021-09-24,"Social Media Impact on Chess","consumer",1
2021-09-25,"Chess Events and Tournaments","consumer",1
2021-09-25,"Player Performances and Strategies","influencer",1
2021-09-25,"Social Media Impact on Chess","influencer",1
2021-09-25,"Tournament Results and Standings","consumer",2
2021-09-26,"Chess Training and Improvement","influencer",1
2021-09-26,"Player Performances and Strategies","consumer",1
2021-09-26,"Social Media Impact on Chess","consumer",1
2021-09-27,"Chess Events and Tournaments","influencer",1
2021-09-27,"Chess Legends and Personalities","consumer",1
2021-09-27,"Social Media Impact on Chess","consumer",1
2021-09-27,"Tournament Results and Standings","consumer",1
2021-09-28,"Online Chess Competitions","consumer",1
2021-09-28,"Social Media Impact on Chess","consumer",1
2021-09-29,"Chess Events and Tournaments","consumer",1
2021-09-29,"Online Chess Competitions","consumer",1
2021-09-29,"Social Media Impact on Chess","consumer",1
2021-10-01,"Chess Events and Tournaments","consumer",1
2021-10-01,"Social Media Impact on Chess","influencer",1
2021-10-02,"Health and Wellness in Chess","consumer",1
2021-10-02,"Social Media Impact on Chess","consumer",2
2021-10-03,"Chess Legends and Personalities","consumer",1
2021-10-03,"Social Media Impact on Chess","influencer",1
2021-10-03,"Tournament Results and Standings","consumer",1
2021-10-04,"Chess Events and Tournaments","influencer",3
2021-10-04,"Online Chess Competitions","consumer",1
2021-10-06,"Chess Events and Tournaments","consumer",3
2021-10-06,"Player Performances and Strategies","consumer",1
2021-10-07,"Chess Legends and Personalities","consumer",1
2021-10-07,"Social Media Impact on Chess","consumer",3
2021-10-08,"Political and Social Issues in Chess","consumer",1
2021-10-08,"Tournament Results and Standings","consumer",1
2021-10-08,"Tournament Results and Standings","influencer",1
2021-10-09,"Chess Legends and Personalities","influencer",2
2021-10-09,"Social Media Impact on Chess","consumer",1
2021-10-09,"Tournament Results and Standings","consumer",1
2021-10-09,"Tournament Results and Standings","influencer",1
